reservation_line_id,reservation_number,reservation_line_number,reservation_creation_date,reservation_requirement_date,part_number,description,open_reservation_qty,open_reservation_value,reservation_status,reservation_source,wbs_number,requester_alias,plant_code,po_number,po_line_number,po_line_item_id,asset_code,asset_serial_number
6072492853-4,6072492853,4,2025-03-07,2025-04-15,100057961,"ARM, 1-11/16 3 ARM CENTRALIZER",12.0,5954.9868,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-8,6072492853,8,2025-03-07,2025-04-15,100066535,"RETAINING RING, EXT BASIC 0.156 SHAFT, ~",100.0,34.0,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-6,6072492853,6,2025-03-07,2025-04-15,100066537,"RING, BACK UP PEEK FOR O-RING #2-014",10.0,166.0,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-3,6072492853,3,2025-03-07,2025-04-15,100072964,"WEAR PLATE, ROLLER, 1-11/16, 3 ARM CENT~",24.0,2712.2136,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-2,6072492853,2,2025-03-07,2025-04-15,100292226,"PIN, STELCAR COATED, ROLLER WHEEL, 1-11~",12.0,2249.4312,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-1,6072492853,1,2025-03-07,2025-04-15,102090836,"KIT, SCMS-CB SLS-2",2.0,934.54,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072437781-2,6072437781,2,2025-03-06,2025-03-19,102820914,"MSPDK-CB, KIT, WELLSITE, SPECIAL EQUIPM~",1.0,30602.008800000003,04. PO Available to Peg,SAP - MANUAL Reservation,,ymoradi2,3606,4584249679,6,4584249679-6,,
6072406578-1,6072406578,1,2025-03-05,2025-03-28,101394237,"KIT, REDRESS, VITON, PEH-EFA",2.0,204.0,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2500
6072098929-1,6072098929,1,2025-02-28,2025-03-10,101813184,"PRESSURE RELIEF VALVE, 1/8 IN, 0.5-16 B~",10.0,289.20000000000005,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,,
6072042087-1,6072042087,1,2025-02-27,2025-06-10,101333298,"KIT, VSII-AB SLS-1/2 W/O CABLE ASSY",1.0,34.77,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,,
6072016336-1,6072016336,1,2025-02-26,2025-02-26,100448630,INSULATING SLEEVE,1.0,1245.3398,05. No PO Available to Peg,MAXIMO,,02307312,3606,,,,AH-287,877
6072016307-1,6072016307,1,2025-02-26,2025-02-26,103671820,USIS-A FCO#11 KIT,1.0,5440.0315,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4583905588,4,4583905588-4,,
6072041938-1,6072041938,1,2025-02-26,2025-06-10,B950874,"O-RING;116,0.737 IN,0.103 IN,URETHANE",20.0,32.830000000000005,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,773125
6072041939-1,6072041939,1,2025-02-26,2025-06-10,B950875,"O-RING, 2-119 .924 ID X .103 W  URETHAN~",20.0,32.0,01. SOH Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,371646
6072042083-1,6072042083,1,2025-02-26,2025-06-10,V0007,SOCKET HEAD CAP SCREW  (16_417),30.0,567.9,01. SOH Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,371663
6072042082-3,6072042082,3,2025-02-26,2025-06-10,V0008,O-RING (16_416),10.0,89.39999999999999,01. SOH Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,451105
6072042082-4,6072042082,4,2025-02-26,2025-06-10,V0072,O-RING (16_411),10.0,116.446,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,451105
6072042082-5,6072042082,5,2025-02-26,2025-06-10,V0073,O-RING (16_141),10.0,119.2,01. SOH Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,451105
6072042082-2,6072042082,2,2025-02-26,2025-06-10,V0074,O-RING (603_309),10.0,151.487,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,451105
6072041939-2,6072041939,2,2025-02-26,2025-06-10,V0087,G SOLENOID VALVE KIT (621SMK-2),4.0,808.2,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,371646
6072042082-1,6072042082,1,2025-02-26,2025-06-10,V0089,M/P TIME BREAK KIT (656TBK),4.0,419.08,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,451105
6072041938-2,6072041938,2,2025-02-26,2025-06-10,V0085,G MAINTENANCE KIT (621GMK-3),4.0,3748.92,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WSG-G150T,773125
6071657226-1,6071657226,1,2025-02-20,2025-03-14,B011968,"O-RING;210,0.734 IN,0.139 IN,FKM,95A",2.0,0.7586,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-2,6071657226,2,2025-02-20,2025-03-14,B013113,"O-RING;011,0.301 IN,0.07 IN,FKM,95A",2.0,0.5518,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-3,6071657226,3,2025-02-20,2025-03-14,H115576,"CONTACT ASSY, 62S SOCKET, FOR 20-24 AWG~",4.0,13.1132,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-4,6071657226,4,2025-02-20,2025-03-14,H122757,DOWNHOLE HOOK-UP WIRE,7.0,2.086,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-5,6071657226,5,2025-02-20,2025-03-14,H125979,INSULATOR;BEVELLED,1.0,3.2389,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-6,6071657226,6,2025-02-20,2025-03-14,H245765,BOOT LINER,4.0,10.5516,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071657226-7,6071657226,7,2025-02-20,2025-03-14,H400313,"BOOT;FEM,FLUOROCARBONE 80 SHORE A,0.078",4.0,25.596,05. No PO Available to Peg,MAXIMO,,02279933,3649,,,,PEH-EFA,2768
6071630479-1,6071630479,1,2025-02-19,2025-02-19,100611050,"HOUSING, ROPE SOCKET",1.0,4446.341100000001,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584046891,3,4584046891-3,,
6071231255-1,6071231255,1,2025-02-11,2025-02-13,101212382,"KIT, SLS-2, XDRS/XDLS-CB, XTRA-C",1.0,1667.67,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,XDLS-CB,42
6070754434-1,6070754434,1,2025-02-03,2025-03-18,101899863,"WASHER, .140""ID X .375""OD X .050"" THK, ~",10.0,311.885,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SPRPS-MA,SN5005
6070603794-1,6070603794,1,2025-01-31,2025-07-03,100562223,"MANDREL, TOP TENSION, PSM, MIRAGE",1.0,1689.1521,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,,
6070525734-4,6070525734,4,2025-01-29,2025-03-20,100055417,"LATCH, ECRD",4.0,1269.8376,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525734-2,6070525734,2,2025-01-29,2025-03-20,100055420,"ROD, ACTUATOR",4.0,730.4876,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525859-2,6070525859,2,2025-01-29,2025-03-25,100226289,"ERS-E, LATCH HOUSING EXTENSION",1.0,451.74,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-4,6070525859,4,2025-01-29,2025-03-25,100226339,"ERS-E, ROD ACTUATOR",4.0,3200.8312,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-1,6070525859,1,2025-01-29,2025-03-25,100274187,"ERS-E, FISHING NECK",2.0,1645.26,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-8,6070525859,8,2025-01-29,2025-03-25,100275343,"ERS-E, MUD PISTON HOUSING",2.0,2631.3312,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-3,6070525859,3,2025-01-29,2025-03-25,100308811,"ERS-E, ACTUATOR ROD SPRING",10.0,757.167,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525738-3,6070525738,3,2025-01-29,2025-03-20,102753673,ECRD-E SLS1 KIT,3.0,1609.9416,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525734-1,6070525734,1,2025-01-29,2025-03-20,102753682,ECRD-E SLS2 KIT,5.0,821.1855,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070499234-1,6070499234,1,2025-01-29,2025-01-29,103207064,"AIR CONDITIONER UNIT ASSY, MACH 10, 15k~",4.0,11753.45,05. No PO Available to Peg,MAXIMO,,05791488,3610,,,,,
6070525738-2,6070525738,2,2025-01-29,2025-03-20,B039939,"SPRING, COMP .080 X .710 OD X 1.0 L, EL~",10.0,111.823,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525738-1,6070525738,1,2025-01-29,2025-03-20,H624054,"FEED-THRU, PLASTIC SLIM BODY, 2.34 L",20.0,1486.9900000000002,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525859-5,6070525859,5,2025-01-29,2025-03-25,T5011997,"SPRING, COMPRESSION     ,2.55L,5.55LBS/~",5.0,203.14400000000003,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525734-3,6070525734,3,2025-01-29,2025-03-20,T5013986,"BOBBIN ASSY, QUARTERED",4.0,1042.48,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,02832673,3606,,,,ECRD-E,1735
6070525859-6,6070525859,6,2025-01-29,2025-03-25,T5014149,"SPRING, COMPRESSION .788 OD X .610 ID X~",5.0,198.387,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-9,6070525859,9,2025-01-29,2025-03-25,103442749,"KIT, ERS-E/EH, SLS2",2.0,1975.4174,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6070525859-7,6070525859,7,2025-01-29,2025-03-25,H329909,CONTACT SPRING ASSEMBLY,10.0,287.2,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,ERS-E,1513
6069832414-1,6069832414,1,2025-01-16,2025-01-16,104401050,"RE-CERTIFICATION-2 KIT FOR 17"" G2 SHEAV~",1.0,4510.1942,05. No PO Available to Peg,MAXIMO,,02307312,3606,,,,SHVC-EA,1170
6069858960-1,6069858960,1,2025-01-16,2025-01-24,104600054,"KIT, MAXS FCO-18",1.0,117.77,01. SOH Available to Peg,MAXIMO,,00788265,3650,,,,MAXS-BA,8157
6069697348-1,6069697348,1,2025-01-14,2025-01-13,100003235,"CONTROLLER, SINGLE-AXIS, SPRING RETURN ~",1.0,1293.0464000000002,05. No PO Available to Peg,MAXIMO,,05791488,3610,,,,,
6069696756-1,6069696756,1,2025-01-14,2025-01-28,100003718,"BLOCK, HYDRAULIC CYLINDER BRACKE, OHWM",1.0,96.0,01. SOH Available to Peg,MAXIMO,,00774711,3649,,,,OSLC-GBA,5858
6069696756-2,6069696756,2,2025-01-14,2025-01-28,100003718,"BLOCK, HYDRAULIC CYLINDER BRACKE, OHWM",3.0,288.0,01. SOH Available to Peg,MAXIMO,,00774711,3649,,,,OSLC-GBA,5858
6069406183-3,6069406183,3,2025-01-08,2025-02-28,T5011231,"HOUSING, COMPENSATOR",1.0,1654.0089,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,DWCC-HA,291
6069406183-1,6069406183,1,2025-01-08,2025-02-28,T5011233,"COLLET, LATCH",1.0,11994.058600000002,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,DWCC-HA,291
6069406183-2,6069406183,2,2025-01-08,2025-02-28,T5011243,"CONNECTOR, BULKHEAD, 8 PIN FOR 1.000 BO~",2.0,1817.6966,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,DWCC-HA,291
6069379282-1,6069379282,1,2025-01-08,2025-02-27,100377734,"WIRED TERMINAL BOARD ASSY, PERFO OPTION",1.0,2890.35,05. No PO Available to Peg,MAXIMO,,02877363,3606,,,,ECRI-P,AUNB-02
6069296071-1,6069296071,1,2025-01-06,2025-01-31,100926902,"COLLET, 12K, ECRD-H",1.0,2078.7554,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,ECRD-H,1170
6069269644-1,6069269644,1,2025-01-06,2025-01-31,102689827,"SLS-2 KIT, SAH-G",2.0,1445.98,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-2,6069269644,2,2025-01-06,2025-01-31,B034260,"BALL SPRING PLUNGER  8-36 X .343, SST.",10.0,78.52400000000002,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269877-3,6069269877,3,2025-01-06,2025-02-09,E080361,"CONN COAX PLUG,STRAIGHT 50ohm 2GHz CRIM~",6.0,236.16,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,HRCC-H,5832
6069269644-8,6069269644,8,2025-01-06,2025-01-31,H006766,"INSULATOR;0.213 IN,CST",10.0,9.1,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-7,6069269644,7,2025-01-06,2025-01-31,H125979,INSULATOR;BEVELLED,10.0,34.6,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-3,6069269644,3,2025-01-06,2025-01-31,H329909,CONTACT SPRING ASSEMBLY,10.0,287.2,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-5,6069269644,5,2025-01-06,2025-01-31,H350731,"CONTACT, FEMALE ULTRAPEKASSY   SAH-G",2.0,1405.0704,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-4,6069269644,4,2025-01-06,2025-01-31,H350732,"CONTACT, MALE  ULTRAPEK ASSY - SAH",2.0,1256.1026000000002,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-9,6069269644,9,2025-01-06,2025-01-31,H713340,"HEAD, UPPER SWIVEL ADAPTER",2.0,5255.4130000000005,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-10,6069269644,10,2025-01-06,2025-01-31,H713342,"HOUSING, BEARING",2.0,3309.0898,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-6,6069269644,6,2025-01-06,2025-01-31,H713349,"ROD, PISTON",5.0,2318.0995000000003,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269644-11,6069269644,11,2025-01-06,2025-01-31,H713353,INSULATOR,5.0,647.95,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,SAH-G,1392
6069269877-2,6069269877,2,2025-01-06,2025-01-06,P774630,HRCC704 PC BOARD ASSY,3.0,6830.097,04. PO Available to Peg,MAXIMO,,02307312,3606,4583457092,27,4583457092-27,HRCC-H,5832
6068896788-1,6068896788,1,2024-12-30,2024-12-30,103425809,"H2S RESISTANT FLEXIBLE WEAKPOINT, 4500-~",3.0,3648.6213,04. PO Available to Peg,SAP - MANUAL Reservation,,JESMERALDA,3610,4584360208,3,4584360208-3,,
6068657642-1,6068657642,1,2024-12-25,2025-01-31,H701182,"CONNECTOR, FLUID TO AIR, 2.25 L",1.0,117.49,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,WPSA-AA,206
6068657637-1,6068657637,1,2024-12-25,2025-01-31,H222341,"CONTACT;94P-20 PIN,20&22 AWG WIRE,WITH",1.0,5.79,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,WLJAR,BMFT14-0010
6068657638-1,6068657638,1,2024-12-25,2025-01-31,H222341,"CONTACT;94P-20 PIN,20&22 AWG WIRE,WITH",1.0,5.79,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,WLJAR,MFT15-0021
6068657639-1,6068657639,1,2024-12-25,2025-01-31,H222341,"CONTACT;94P-20 PIN,20&22 AWG WIRE,WITH",1.0,5.79,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,WLJAR,SMFT15-0075
6068547490-1,6068547490,1,2024-12-23,2025-01-31,100150587,"CONNECTOR, 22 PIN, M-F, PRESSURE BULKHE~",1.0,1810.5113,05. No PO Available to Peg,MAXIMO,,00821967,3610,,,,MRIA-NBA,14
6068548228-1,6068548228,1,2024-12-23,2025-01-31,101046106,"POWER SUPPLY, TIM MODIFIED (Conformal C~",1.0,344.7702,04. PO Available to Peg,MAXIMO,,00821967,3610,4584573294,1,4584573294-1,TIM-BA,954
6068547497-1,6068547497,1,2024-12-23,2025-01-31,B011343,"O-RING;226,1.984 IN,0.139 IN,FKM,95A",1.0,1.38,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,PDH-L,1829
6068554081-1,6068554081,1,2024-12-23,2025-01-31,E038117,"MALE CONTACT, CRIMP, SIZE 16, GOLD PLAT~",10.0,10.117,05. No PO Available to Peg,MAXIMO,,00821967,3610,,,,,
6068546293-1,6068546293,1,2024-12-23,2025-02-28,100838324,LOCKABLE NUT FOR DRUMS PILLOW BLOCK WIT~,10.0,3242.654,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WDR-42U,25230
6068546293-3,6068546293,3,2024-12-23,2025-02-28,A007365,"SEAL,OIL,NATIONAL   5.000 ID X 6.256 OD~",20.0,1041.85,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WDR-42U,25230
6068547495-1,6068547495,1,2024-12-23,2025-01-31,B011343,"O-RING;226,1.984 IN,0.139 IN,FKM,95A",1.0,1.38,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,PDH-L,1829
6068546293-2,6068546293,2,2024-12-23,2025-02-28,A007365,"SEAL,OIL,NATIONAL   5.000 ID X 6.256 OD~",20.0,1041.85,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,,
6068548210-1,6068548210,1,2024-12-23,2025-01-31,103281174,UPM BIAS CAN UPGRADE RETROFIT KIT,1.0,392.932,05. No PO Available to Peg,MAXIMO,,00821967,3610,,,,UPM-BA,3026
6068492905-1,6068492905,1,2024-12-22,2025-01-31,100878026,"PWA, LITTLE 7Z",1.0,2656.5634,05. No PO Available to Peg,MAXIMO,,00821967,3610,,,,MRFA-NFA,8579
6068493823-1,6068493823,1,2024-12-22,2025-01-31,101046106,"POWER SUPPLY, TIM MODIFIED (Conformal C~",1.0,385.6958,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,TIM-BC,5705
6068493822-1,6068493822,1,2024-12-22,2025-01-31,102032990,RELAY DPST 12V 5A 400ohm 360mW TH RoHS,1.0,14.3172,05. No PO Available to Peg,MAXIMO,,00821967,3610,,,,PDIM-BC,5762
6068475022-1,6068475022,1,2024-12-22,2025-01-31,B013503,"O-RING;119,0.924 IN,0.103 IN,FKM,95A",2.0,0.5014,05. No PO Available to Peg,MAXIMO,,00821967,3650,,,,HRGD-H,3900
6068492982-2,6068492982,2,2024-12-22,2024-08-31,B029098,"PULLEY:SHEAVE;16,1.0186 IN,0.25 IN,0.998",5.0,567.889,05. No PO Available to Peg,MAXIMO,,03232345,3650,,,,MRPP-AA,69
6068492982-4,6068492982,4,2024-12-22,2024-08-31,E042158,"TRANSFORMER,VARIABLE W10, 10A, 120V IN ~",1.0,2044.3149,04. PO Available to Peg,MAXIMO,,03232345,3650,4793974085,1,4793974085-1,MRPP-AA,69
6068492982-1,6068492982,1,2024-12-22,2024-08-31,H434315,"SHAFT #2, VARIAC",1.0,208.692,01. SOH Available to Peg,MAXIMO,,03232345,3650,,,,MRPP-AA,69
6068492982-3,6068492982,3,2024-12-22,2024-08-31,H434323,VARIAC #2 MODIFICATION,1.0,1649.603,04. PO Available to Peg,MAXIMO,,03232345,3650,4584444718,1,4584444718-1,MRPP-AA,69
6068492999-1,6068492999,1,2024-12-22,2025-01-31,101046096,"POWER SUPPLY, PDI HV MODIFIED (Conforma~",1.0,291.5505,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,PDIM-BBC,852
6068493750-1,6068493750,1,2024-12-22,2025-01-31,102676281,"PWA, COATED, EWAFE NETBURNER MOD54415",1.0,249.09930000000003,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,TIM-BC,5705
6068415647-3,6068415647,3,2024-12-21,2025-01-09,100640194,"CONTROLLER, pCO5+ SMALL, PROGRAMMED FOR~",1.0,1853.8699,05. No PO Available to Peg,MAXIMO,,02307312,3606,,,,COSU-AB-IEC,2801
6068415647-1,6068415647,1,2024-12-21,2024-12-28,101299908,"FILTER ELEMENT, 120 MICRONS, FOR FILTER~",3.0,361.71,01. SOH Available to Peg,MAXIMO,,02980787,3606,,,,COSU-AB-IEC,2801
6068415647-2,6068415647,2,2024-12-21,2024-12-28,101299915,"FILTER ELEMENT, 10 MICRONS, FOR FILTER ~",2.0,403.8706,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,COSU-AB-IEC,2801
6068391118-1,6068391118,1,2024-12-20,2025-06-01,B039335,"O-RING;118,0.862 IN,0.103 IN,FKM,95",1.0,0.28,01. SOH Available to Peg,MAXIMO,,00821967,3606,,,,BMC-AA,7700/0258
6068397900-1,6068397900,1,2024-12-20,2025-06-01,102676281,"PWA, COATED, EWAFE NETBURNER MOD54415",1.0,249.09930000000003,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,DTIM-BA,947
6068307221-3,6068307221,3,2024-12-19,2024-12-31,100799665,"NEEDLE BEARING, DRAWN CUP, 35MM, HK3520,",4.0,98.4076,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,USIS-A,2718
6068307221-4,6068307221,4,2024-12-19,2024-12-31,101074868,"AXIAL BEARING, INA-SCHAEFFLER, AXW35, SA",4.0,129.5244,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,USIS-A,2718
6068307221-2,6068307221,2,2024-12-19,2024-12-31,101074871,"AXIAL BEARING WASHER, LOWER SWIVEL ASSEM",4.0,15.0884,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,USIS-A,2718
6068307221-1,6068307221,1,2024-12-19,2024-12-31,P672562,LOWER CENTRALIZER BODY,1.0,7557.0291,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,USIS-A,2718
6067931323-6,6067931323,6,2024-12-12,2024-12-23,100134688,"SUBASSY, HYDRAULIC LINE",2.0,614.02,01. SOH Available to Peg,MAXIMO,,02980787,3606,,,,MRLD-CA,258
6067931323-5,6067931323,5,2024-12-12,2024-12-23,101351977,"BACK-UP RING, SZ 140 2.247 SHAFT, PEEK",2.0,110.952,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,MRLD-CA,258
6067931323-4,6067931323,4,2024-12-12,2024-12-23,101351978,"BACK-UP RING, SZ 139 2.185 SHAFT, PEEK",2.0,110.952,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,MRLD-CA,258
6067921941-4,6067921941,4,2024-12-12,2024-12-12,102990995,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3700-~",3.0,3861.6117,04. PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,4584433961,2,4584433961-2,,
6067828121-1,6067828121,1,2024-12-10,2024-12-31,100556546,"SEAL, ROTARY 1.29 IN. OD X 1.06 IN. ID ~",30.0,2547.9,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,XDLS-CB,98
6067836460-1,6067836460,1,2024-12-10,2025-01-31,101395873,"SOCKET SET-SCREW, 3/8-24 UNF -2A X 0.31~",25.0,142.25,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SAH-JB,174
6067836464-1,6067836464,1,2024-12-10,2024-12-10,102818887,"KIT, LOWER BULKHEAD HOUSING AND ROTARY ~",1.0,5000.491400000001,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SAH-JB,174
6067836436-1,6067836436,1,2024-12-10,2025-01-29,102818887,"KIT, LOWER BULKHEAD HOUSING AND ROTARY ~",1.0,5000.491400000001,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SAH-JB,188
6067753395-1,6067753395,1,2024-12-08,2024-12-20,100197796,TRAFO SWITCHING F3622 POT CORE,4.0,459.352,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BC,9214
6067653025-1,6067653025,1,2024-12-07,2024-12-07,E038117,"MALE CONTACT, CRIMP, SIZE 16, GOLD PLAT~",100.0,119.53,04. PO Available to Peg,SAP - MANUAL Reservation,,MEZENBERG1,3650,4584007624,1,4584007624-1,,
6067548427-1,6067548427,1,2024-12-05,2024-12-12,100632481,EDTC-BB MR8 KIT,1.0,354.3499,05. No PO Available to Peg,MAXIMO,,00788265,3650,,,,EDTC-BB,8717
6067548280-9,6067548280,9,2024-12-05,2024-12-11,E038121,REMOVABLE CONTACT      SOCKET  #16     ~,50.0,109.12,04. PO Available to Peg,SAP - MANUAL Reservation,,MEZENBERG1,3650,4583808075,1,4583808075-1,,
6067548385-1,6067548385,1,2024-12-05,2025-08-30,100632481,EDTC-BB MR8 KIT,1.0,354.3499,05. No PO Available to Peg,MAXIMO,,00788265,3650,,,,,
6067520235-2,6067520235,2,2024-12-04,2024-12-04,101179394,"BATTERY DAMPER, AXIAL, WIRED",20.0,560.2,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4793638548,1,4793638548-1,,
6067520235-5,6067520235,5,2024-12-04,2024-12-04,101435238,"BATTERY DAMPER, RADIAL, WIRED",20.0,400.2000000000001,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4793638549,1,4793638549-1,,
6067494140-3,6067494140,3,2024-12-04,2024-12-04,101549878,"O-RING;FKM,90,DURO",50.0,1293.5,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,00710640,3606,,,,,
6067494037-3,6067494037,3,2024-12-04,2024-12-04,101550795,RING:BACKUP;CB44,10.0,102.6,01. SOH Available to Peg,MAXIMO,,00710640,3606,,,,TAS-724132-41546,
6067494140-2,6067494140,2,2024-12-04,2024-12-04,101550891,"Ring, Back Up, Flat,",40.0,297.6,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,00710640,3606,,,,,
6067494140-1,6067494140,1,2024-12-04,2024-12-04,101550795,RING:BACKUP;CB44,40.0,410.4,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,00710640,3606,,,,,
6067441234-1,6067441234,1,2024-12-03,2024-12-28,100133868,"KIT, PPC-B SLS-2",1.0,486.2,01. SOH Available to Peg,MAXIMO,,80080752,3606,,,,PPC-B,8034
6067182947-1,6067182947,1,2024-11-28,2024-11-28,E048983,WIRE 22AWG 1000V PTFE BLK MAX OD 49 MILS,1200.0,69.96,04. PO Available to Peg,SAP - MANUAL Reservation,,harsh,3606,4583787786,22,4583787786-22,,
6067128086-2,6067128086,2,2024-11-27,2024-12-27,P679109,"CONTACT;TWO A2,18.5 X 70 L X 0.5 THK MM",2.0,464.32,01. SOH Available to Peg,MAXIMO,,03011723,3606,,,,GPIC-F,1871
6067128086-1,6067128086,1,2024-11-27,2024-12-27,100104725,DHRU103 PC BOARD ASSY,1.0,2523.178,05. No PO Available to Peg,MAXIMO,,03011723,3606,,,,GPIC-F,1871
